Unnamed: 0,From,To,Booking_date,Journey_date,Airline,Code,Departure,Arrival,Duration,Stops,Price,Booking_Hour,Booking_DateTime,Booking_Slot,Lead_Time_Days,Duration_mins,Route
1529,Delhi,Mumbai,23-06-2022,27-06-2022,GO FIRST,G8-719,05:55,10:20,4h 25m,1 stop,8579,16,23-06-2022 16:00,Afternoon,4,265,Delhi -> Mumbai
1530,Delhi,Mumbai,23-06-2022,27-06-2022,SpiceJet,SG-2962,06:15,10:55,4h 40m,1 stop,8579,3,23-06-2022 03:00,Night,4,280,Delhi -> Mumbai
1531,Delhi,Mumbai,23-06-2022,27-06-2022,Air India,AI-441,17:55,22:10,4h 15m,1 stop,8580,21,23-06-2022 21:00,Night,4,255,Delhi -> Mumbai
1532,Delhi,Mumbai,23-06-2022,27-06-2022,GO FIRST,G8-190,05:20,10:45,5h 25m,1 stop,8579,12,23-06-2022 12:00,Afternoon,4,325,Delhi -> Mumbai
1533,Delhi,Mumbai,23-06-2022,27-06-2022,GO FIRST,G8-190,05:20,11:30,6h 10m,1 stop,8579,17,23-06-2022 17:00,Evening,4,370,Delhi -> Mumbai
1534,Delhi,Mumbai,23-06-2022,27-06-2022,SpiceJet,SG-8373,09:50,16:10,6h 20m,1 stop,8579,0,23-06-2022 00:00,Night,4,380,Delhi -> Mumbai
1535,Delhi,Mumbai,23-06-2022,27-06-2022,SpiceJet,SG-751,11:30,18:00,6h 30m,1 stop,8579,15,23-06-2022 15:00,Afternoon,4,390,Delhi -> Mumbai
1536,Delhi,Mumbai,23-06-2022,27-06-2022,GO FIRST,G8-717,13:35,19:40,6h 5m,1 stop,8579,12,23-06-2022 12:00,Afternoon,4,365,Delhi -> Mumbai
1537,Delhi,Mumbai,23-06-2022,27-06-2022,GO FIRST,G8-713,20:05,"02:40
+1D",6h 35m,1 stop,8579,9,23-06-2022 09:00,Morning,4,395,Delhi -> Mumbai
1538,Delhi,Mumbai,23-06-2022,27-06-2022,SpiceJet,SG-8963,09:25,16:10,6h 45m,1 stop,8579,11,23-06-2022 11:00,Morning,4,405,Delhi -> Mumbai
1539,Delhi,Mumbai,23-06-2022,27-06-2022,SpiceJet,SG-8171,12:05,18:50,6h 45m,1 stop,8579,1,23-06-2022 01:00,Night,4,405,Delhi -> Mumbai
1540,Delhi,Mumbai,23-06-2022,27-06-2022,Air India,AI-887,07:00,09:05,2h 5m,non-stop,8790,22,23-06-2022 22:00,Night,4,125,Delhi -> Mumbai
1541,Delhi,Mumbai,23-06-2022,27-06-2022,Air India,AI-665,08:00,10:10,2h 10m,non-stop,8790,2,23-06-2022 02:00,Night,4,130,Delhi -> Mumbai
1542,Delhi,Mumbai,23-06-2022,27-06-2022,Vistara,UK-927,09:30,11:35,2h 5m,non-stop,8895,9,23-06-2022 09:00,Morning,4,125,Delhi -> Mumbai
1543,Delhi,Mumbai,23-06-2022,27-06-2022,Vistara,UK-945,11:40,14:00,2h 20m,non-stop,8895,1,23-06-2022 01:00,Night,4,140,Delhi -> Mumbai
1544,Delhi,Mumbai,23-06-2022,27-06-2022,Vistara,UK-969,18:10,23:05,4h 55m,1 stop,9031,22,23-06-2022 22:00,Night,4,295,Delhi -> Mumbai
1545,Delhi,Mumbai,23-06-2022,27-06-2022,Vistara,UK-929,21:20,"06:15
+1D",8h 55m,1 stop,9031,12,23-06-2022 12:00,Afternoon,4,535,Delhi -> Mumbai
1546,Delhi,Mumbai,23-06-2022,27-06-2022,Air Asia,I5-740,08:10,20:40,12h 30m,1 stop,9107,12,23-06-2022 12:00,Afternoon,4,750,Delhi -> Mumbai
1547,Delhi,Mumbai,23-06-2022,27-06-2022,Vistara,UK-969,18:10,"06:15
+1D",12h 5m,1 stop,9031,17,23-06-2022 17:00,Evening,4,725,Delhi -> Mumbai
1548,Delhi,Mumbai,23-06-2022,27-06-2022,Vistara,UK-929,21:20,"09:40
+1D",12h 20m,1 stop,9031,2,23-06-2022 02:00,Night,4,740,Delhi -> Mumbai
1549,Delhi,Mumbai,23-06-2022,27-06-2022,Air Asia,I5-552,10:40,23:45,13h 5m,1 stop,9107,6,23-06-2022 06:00,Morning,4,785,Delhi -> Mumbai
1550,Delhi,Mumbai,23-06-2022,27-06-2022,Vistara,UK-969,18:10,"09:40
+1D",15h 30m,1 stop,9031,13,23-06-2022 13:00,Afternoon,4,930,Delhi -> Mumbai
1551,Delhi,Mumbai,23-06-2022,27-06-2022,Vistara,UK-929,21:20,"23:05
+1D",25h 45m,1 stop,9031,19,23-06-2022 19:00,Evening,4,1545,Delhi -> Mumbai
1552,Delhi,Mumbai,23-06-2022,27-06-2022,Vistara,UK-963,08:50,11:10,2h 20m,non-stop,9315,16,23-06-2022 16:00,Afternoon,4,140,Delhi -> Mumbai
1553,Delhi,Mumbai,23-06-2022,27-06-2022,Vistara,UK-959,06:30,23:05,16h 35m,1 stop,9976,20,23-06-2022 20:00,Evening,4,995,Delhi -> Mumbai
1554,Delhi,Mumbai,23-06-2022,27-06-2022,Vistara,UK-959,06:30,"06:15
+1D",23h 45m,1 stop,9976,11,23-06-2022 11:00,Morning,4,1425,Delhi -> Mumbai
1555,Delhi,Mumbai,23-06-2022,27-06-2022,IndiGo,6E-7403,07:20,12:05,4h 45m,1 stop,10522,15,23-06-2022 15:00,Afternoon,4,285,Delhi -> Mumbai
1556,Delhi,Mumbai,23-06-2022,27-06-2022,IndiGo,6E-761,18:45,"00:05
+1D",5h 20m,1 stop,10942,23,23-06-2022 23:00,Night,4,320,Delhi -> Mumbai
1557,Delhi,Mumbai,23-06-2022,27-06-2022,Vistara,UK-943,07:30,09:45,2h 15m,non-stop,11205,11,23-06-2022 11:00,Morning,4,135,Delhi -> Mumbai
1558,Delhi,Mumbai,23-06-2022,27-06-2022,Air India,AI-481,08:40,"09:40
+1D",25h 0m,1 stop,11382,14,23-06-2022 14:00,Afternoon,4,1500,Delhi -> Mumbai
1559,Delhi,Mumbai,23-06-2022,27-06-2022,IndiGo,6E-6373,06:30,11:20,4h 50m,1 stop,12622,9,23-06-2022 09:00,Morning,4,290,Delhi -> Mumbai
1560,Delhi,Mumbai,23-06-2022,27-06-2022,IndiGo,6E-2168,17:50,22:10,4h 20m,1 stop,12622,6,23-06-2022 06:00,Morning,4,260,Delhi -> Mumbai
1561,Delhi,Mumbai,23-06-2022,27-06-2022,IndiGo,6.00E-153,19:35,"00:20
+1D",4h 45m,1 stop,12622,19,23-06-2022 19:00,Evening,4,285,Delhi -> Mumbai
1562,Delhi,Mumbai,23-06-2022,27-06-2022,IndiGo,6E-2033,00:15,05:30,5h 15m,1 stop,12622,4,23-06-2022 04:00,Night,4,315,Delhi -> Mumbai
1563,Delhi,Mumbai,23-06-2022,27-06-2022,IndiGo,6E-2077,05:20,10:35,5h 15m,1 stop,12622,0,23-06-2022 00:00,Night,4,315,Delhi -> Mumbai
1564,Delhi,Mumbai,23-06-2022,27-06-2022,Air India,AI-621,13:05,18:10,5h 5m,1 stop,12675,16,23-06-2022 16:00,Afternoon,4,305,Delhi -> Mumbai
1565,Delhi,Mumbai,23-06-2022,27-06-2022,IndiGo,6E-2141,13:35,18:45,5h 10m,1 stop,12622,2,23-06-2022 02:00,Night,4,310,Delhi -> Mumbai
1566,Delhi,Mumbai,23-06-2022,27-06-2022,IndiGo,6E-6022,11:15,16:55,5h 40m,1 stop,12622,12,23-06-2022 12:00,Afternoon,4,340,Delhi -> Mumbai
1567,Delhi,Mumbai,23-06-2022,27-06-2022,Air India,AI-497,05:15,09:20,4h 5m,1 stop,12885,13,23-06-2022 13:00,Afternoon,4,245,Delhi -> Mumbai
1568,Delhi,Mumbai,23-06-2022,27-06-2022,Vistara,UK-637,17:10,22:20,5h 10m,1 stop,13615,23,23-06-2022 23:00,Night,4,310,Delhi -> Mumbai
1569,Delhi,Mumbai,23-06-2022,27-06-2022,Vistara,UK-879,17:35,23:00,5h 25m,1 stop,14140,17,23-06-2022 17:00,Evening,4,325,Delhi -> Mumbai
1570,Delhi,Mumbai,23-06-2022,27-06-2022,Air India,AI-403,12:50,19:15,6h 25m,1 stop,14007,3,23-06-2022 03:00,Night,4,385,Delhi -> Mumbai
1571,Delhi,Mumbai,23-06-2022,27-06-2022,Air India,AI-883,22:00,"08:05
+1D",10h 5m,1 stop,14460,17,23-06-2022 17:00,Evening,4,605,Delhi -> Mumbai
1572,Delhi,Mumbai,23-06-2022,27-06-2022,Air India,AI-885,10:45,"00:35
+1D",13h 50m,1 stop,14460,4,23-06-2022 04:00,Night,4,830,Delhi -> Mumbai
1573,Delhi,Mumbai,23-06-2022,27-06-2022,Air India,AI-560,07:10,23:50,16h 40m,1 stop,14355,15,23-06-2022 15:00,Afternoon,4,1000,Delhi -> Mumbai
1574,Delhi,Mumbai,23-06-2022,27-06-2022,Air India,AI-883,22:00,"16:35
+1D",18h 35m,1 stop,14460,0,23-06-2022 00:00,Night,4,1115,Delhi -> Mumbai
1575,Delhi,Mumbai,23-06-2022,27-06-2022,Air India,AI-885,10:45,16:35,5h 50m,1 stop,14670,20,23-06-2022 20:00,Evening,4,350,Delhi -> Mumbai
1576,Delhi,Mumbai,23-06-2022,27-06-2022,Vistara,UK-899,14:45,20:30,5h 45m,1 stop,14774,13,23-06-2022 13:00,Afternoon,4,345,Delhi -> Mumbai
1577,Delhi,Mumbai,23-06-2022,27-06-2022,GO FIRST,G8-213,11:50,18:25,6h 35m,1 stop,15266,14,23-06-2022 14:00,Afternoon,4,395,Delhi -> Mumbai
1578,Delhi,Mumbai,23-06-2022,27-06-2022,Air India,AI-411,07:05,16:25,9h 20m,1 stop,15195,8,23-06-2022 08:00,Morning,4,560,Delhi -> Mumbai
1579,Delhi,Mumbai,23-06-2022,27-06-2022,Vistara,UK-781,17:50,23:30,5h 40m,1 stop,15505,14,23-06-2022 14:00,Afternoon,4,340,Delhi -> Mumbai
1580,Delhi,Mumbai,23-06-2022,27-06-2022,Air India,AI-542,09:45,23:50,14h 5m,1 stop,15405,16,23-06-2022 16:00,Afternoon,4,845,Delhi -> Mumbai
1581,Delhi,Mumbai,23-06-2022,27-06-2022,Air India,AI-479,21:15,"11:35
+1D",14h 20m,1 stop,15575,23,23-06-2022 23:00,Night,4,860,Delhi -> Mumbai
1582,Delhi,Mumbai,23-06-2022,27-06-2022,Air India,AI-415,16:45,"12:05
+1D",19h 20m,1 stop,15541,3,23-06-2022 03:00,Night,4,1160,Delhi -> Mumbai
1583,Delhi,Mumbai,23-06-2022,27-06-2022,Air India,AI-406,10:15,15:40,5h 25m,1 stop,15615,11,23-06-2022 11:00,Morning,4,325,Delhi -> Mumbai
1584,Delhi,Mumbai,23-06-2022,27-06-2022,Vistara,UK-673,13:20,18:20,5h 0m,1 stop,15612,4,23-06-2022 04:00,Night,4,300,Delhi -> Mumbai
1585,Delhi,Mumbai,23-06-2022,27-06-2022,Air India,AI-877,11:10,17:15,6h 5m,1 stop,15720,4,23-06-2022 04:00,Night,4,365,Delhi -> Mumbai
1586,Delhi,Mumbai,23-06-2022,27-06-2022,Air India,AI-473,18:40,"17:15
+1D",22h 35m,1 stop,15720,10,23-06-2022 10:00,Morning,4,1355,Delhi -> Mumbai
1587,Delhi,Mumbai,23-06-2022,27-06-2022,Air India,AI-504,21:15,"08:35
+1D",11h 20m,1 stop,16140,5,23-06-2022 05:00,Morning,4,680,Delhi -> Mumbai
1588,Delhi,Mumbai,23-06-2022,27-06-2022,Air India,AI-504,21:15,"10:35
+1D",13h 20m,1 stop,16140,6,23-06-2022 06:00,Morning,4,800,Delhi -> Mumbai
1589,Delhi,Mumbai,23-06-2022,27-06-2022,Air India,AI-807,16:45,"08:35
+1D",15h 50m,1 stop,16140,23,23-06-2022 23:00,Night,4,950,Delhi -> Mumbai
1590,Delhi,Mumbai,23-06-2022,27-06-2022,Air India,AI-807,16:45,"10:35
+1D",17h 50m,1 stop,16140,13,23-06-2022 13:00,Afternoon,4,1070,Delhi -> Mumbai
1591,Delhi,Mumbai,23-06-2022,27-06-2022,Vistara,UK-813,17:35,23:25,5h 50m,1 stop,16872,23,23-06-2022 23:00,Night,4,350,Delhi -> Mumbai
1592,Delhi,Mumbai,23-06-2022,27-06-2022,Air India,AI-544,17:15,23:50,6h 35m,1 stop,16875,10,23-06-2022 10:00,Morning,4,395,Delhi -> Mumbai
1593,Delhi,Mumbai,23-06-2022,27-06-2022,Air India,AI-485,05:30,16:25,10h 55m,1 stop,16770,12,23-06-2022 12:00,Afternoon,4,655,Delhi -> Mumbai
1594,Delhi,Mumbai,23-06-2022,27-06-2022,Air India,AI-803,06:10,21:05,14h 55m,1 stop,16875,1,23-06-2022 01:00,Night,4,895,Delhi -> Mumbai
1595,Delhi,Mumbai,23-06-2022,27-06-2022,Air India,AI-839,21:30,"23:50
+1D",26h 20m,1 stop,16875,6,23-06-2022 06:00,Morning,4,1580,Delhi -> Mumbai
1596,Delhi,Mumbai,23-06-2022,27-06-2022,Vistara,UK-643,14:10,19:00,4h 50m,1 stop,16979,19,23-06-2022 19:00,Evening,4,290,Delhi -> Mumbai
1597,Delhi,Mumbai,23-06-2022,27-06-2022,Vistara,UK-817,16:05,21:50,5h 45m,1 stop,17397,3,23-06-2022 03:00,Night,4,345,Delhi -> Mumbai
1598,Delhi,Mumbai,23-06-2022,27-06-2022,Air India,AI-407,13:45,"12:05
+1D",22h 20m,1 stop,17274,7,23-06-2022 07:00,Morning,4,1340,Delhi -> Mumbai
1599,Delhi,Mumbai,23-06-2022,27-06-2022,Vistara,UK-705,07:30,13:00,5h 30m,1 stop,17605,19,23-06-2022 19:00,Evening,4,330,Delhi -> Mumbai
1600,Delhi,Mumbai,23-06-2022,27-06-2022,Vistara,UK-707,17:30,23:30,6h 0m,1 stop,17605,21,23-06-2022 21:00,Night,4,360,Delhi -> Mumbai
1601,Delhi,Mumbai,23-06-2022,27-06-2022,Air India,AI-429,09:45,17:10,7h 25m,1 stop,17610,20,23-06-2022 20:00,Evening,4,445,Delhi -> Mumbai
1602,Delhi,Mumbai,23-06-2022,27-06-2022,Air India,AI-439,05:55,17:10,11h 15m,1 stop,17610,18,23-06-2022 18:00,Evening,4,675,Delhi -> Mumbai
1603,Delhi,Mumbai,23-06-2022,27-06-2022,Air India,AI-540,20:40,"08:05
+1D",11h 25m,1 stop,17610,12,23-06-2022 12:00,Afternoon,4,685,Delhi -> Mumbai
1604,Delhi,Mumbai,23-06-2022,27-06-2022,Air India,AI-762,20:15,"12:20
+1D",16h 5m,1 stop,17610,13,23-06-2022 13:00,Afternoon,4,965,Delhi -> Mumbai
1605,Delhi,Mumbai,23-06-2022,27-06-2022,Air India,AI-764,16:45,"12:20
+1D",19h 35m,1 stop,17610,9,23-06-2022 09:00,Morning,4,1175,Delhi -> Mumbai
1606,Delhi,Mumbai,23-06-2022,27-06-2022,Air India,AI-540,20:40,"18:00
+1D",21h 20m,1 stop,17610,10,23-06-2022 10:00,Morning,4,1280,Delhi -> Mumbai
1607,Delhi,Mumbai,23-06-2022,27-06-2022,Vistara,UK-811,06:15,12:00,5h 45m,1 stop,17922,1,23-06-2022 01:00,Night,4,345,Delhi -> Mumbai
1608,Delhi,Mumbai,23-06-2022,27-06-2022,Vistara,UK-819,14:15,20:15,6h 0m,1 stop,17922,8,23-06-2022 08:00,Morning,4,360,Delhi -> Mumbai
1609,Delhi,Mumbai,23-06-2022,27-06-2022,Air India,AI-506,09:45,21:05,11h 20m,1 stop,18345,16,23-06-2022 16:00,Afternoon,4,680,Delhi -> Mumbai
1610,Delhi,Mumbai,23-06-2022,27-06-2022,Air India,AI-506,09:45,"08:35
+1D",22h 50m,1 stop,18345,2,23-06-2022 02:00,Night,4,1370,Delhi -> Mumbai
1611,Delhi,Mumbai,23-06-2022,27-06-2022,Air India,AI-451,15:00,"16:25
+1D",25h 25m,1 stop,18398,23,23-06-2022 23:00,Night,4,1525,Delhi -> Mumbai
1612,Delhi,Mumbai,23-06-2022,27-06-2022,Air India,AI-767,12:10,20:15,8h 5m,1 stop,19080,5,23-06-2022 05:00,Morning,4,485,Delhi -> Mumbai
1613,Delhi,Mumbai,23-06-2022,27-06-2022,Air India,AI-401,06:50,20:15,13h 25m,1 stop,19080,4,23-06-2022 04:00,Night,4,805,Delhi -> Mumbai
1614,Delhi,Mumbai,23-06-2022,27-06-2022,Air India,AI-762,20:15,"20:15
+1D",24h 0m,1 stop,19815,4,23-06-2022 04:00,Night,4,1440,Delhi -> Mumbai
1615,Delhi,Mumbai,23-06-2022,27-06-2022,Air India,AI-764,16:45,"20:15
+1D",27h 30m,1 stop,19815,21,23-06-2022 21:00,Night,4,1650,Delhi -> Mumbai
1616,Delhi,Mumbai,23-06-2022,27-06-2022,Air India,AI-801,15:00,22:40,7h 40m,1 stop,20340,14,23-06-2022 14:00,Afternoon,4,460,Delhi -> Mumbai
1617,Delhi,Mumbai,23-06-2022,27-06-2022,Air India,AI-502,13:30,21:05,7h 35m,1 stop,21600,22,23-06-2022 22:00,Night,4,455,Delhi -> Mumbai
1618,Delhi,Mumbai,23-06-2022,27-06-2022,Air India,AI-502,13:30,"08:35
+1D",19h 5m,1 stop,21600,16,23-06-2022 16:00,Afternoon,4,1145,Delhi -> Mumbai
1619,Delhi,Mumbai,23-06-2022,27-06-2022,Air India,AI-537,16:15,"08:05
+1D",15h 50m,1 stop,24645,8,23-06-2022 08:00,Morning,4,950,Delhi -> Mumbai
1620,Delhi,Mumbai,23-06-2022,27-06-2022,Air India,AI-537,16:15,"18:00
+1D",25h 45m,1 stop,24645,2,23-06-2022 02:00,Night,4,1545,Delhi -> Mumbai
1621,Delhi,Mumbai,23-06-2022,27-06-2022,Air India,AI-465,16:55,"10:10
+1D",17h 15m,1 stop,25908,19,23-06-2022 19:00,Evening,4,1035,Delhi -> Mumbai
1622,Delhi,Mumbai,23-06-2022,28-06-2022,GO FIRST,G8-2501,02:40,04:50,2h 10m,non-stop,8579,16,23-06-2022 16:00,Afternoon,5,130,Delhi -> Mumbai
1623,Delhi,Mumbai,23-06-2022,28-06-2022,Vistara,UK-975,05:55,07:55,2h 0m,non-stop,8578,9,23-06-2022 09:00,Morning,5,120,Delhi -> Mumbai
1624,Delhi,Mumbai,23-06-2022,28-06-2022,IndiGo,6E-5023,06:30,08:35,2h 5m,non-stop,8579,2,23-06-2022 02:00,Night,5,125,Delhi -> Mumbai
1625,Delhi,Mumbai,23-06-2022,28-06-2022,Air India,AI-887,07:00,09:05,2h 5m,non-stop,8580,17,23-06-2022 17:00,Evening,5,125,Delhi -> Mumbai
1626,Delhi,Mumbai,23-06-2022,28-06-2022,GO FIRST,G8-334,07:00,09:15,2h 15m,non-stop,8579,17,23-06-2022 17:00,Evening,5,135,Delhi -> Mumbai
1627,Delhi,Mumbai,23-06-2022,28-06-2022,IndiGo,6E-6814,07:20,09:25,2h 5m,non-stop,8579,16,23-06-2022 16:00,Afternoon,5,125,Delhi -> Mumbai
1628,Delhi,Mumbai,23-06-2022,28-06-2022,SpiceJet,SG-8701,07:20,09:35,2h 15m,non-stop,8579,23,23-06-2022 23:00,Night,5,135,Delhi -> Mumbai
1629,Delhi,Mumbai,23-06-2022,28-06-2022,Air India,AI-665,08:00,10:10,2h 10m,non-stop,8580,2,23-06-2022 02:00,Night,5,130,Delhi -> Mumbai
1630,Delhi,Mumbai,23-06-2022,28-06-2022,IndiGo,6E-2129,08:00,10:20,2h 20m,non-stop,8579,2,23-06-2022 02:00,Night,5,140,Delhi -> Mumbai
1631,Delhi,Mumbai,23-06-2022,28-06-2022,IndiGo,6E-6278,08:45,11:00,2h 15m,non-stop,8579,5,23-06-2022 05:00,Morning,5,135,Delhi -> Mumbai
1632,Delhi,Mumbai,23-06-2022,28-06-2022,GO FIRST,G8-338,09:00,11:15,2h 15m,non-stop,8579,12,23-06-2022 12:00,Afternoon,5,135,Delhi -> Mumbai
1633,Delhi,Mumbai,23-06-2022,28-06-2022,Vistara,UK-927,09:30,11:35,2h 5m,non-stop,8578,23,23-06-2022 23:00,Night,5,125,Delhi -> Mumbai
1634,Delhi,Mumbai,23-06-2022,28-06-2022,Vistara,UK-995,10:20,12:35,2h 15m,non-stop,8578,14,23-06-2022 14:00,Afternoon,5,135,Delhi -> Mumbai
1635,Delhi,Mumbai,23-06-2022,28-06-2022,IndiGo,6E-5342,10:45,12:50,2h 5m,non-stop,8579,8,23-06-2022 08:00,Morning,5,125,Delhi -> Mumbai
1636,Delhi,Mumbai,23-06-2022,28-06-2022,IndiGo,6E-2138,11:55,13:55,2h 0m,non-stop,8579,3,23-06-2022 03:00,Night,5,120,Delhi -> Mumbai
1637,Delhi,Mumbai,23-06-2022,28-06-2022,Vistara,UK-993,12:50,15:00,2h 10m,non-stop,8578,13,23-06-2022 13:00,Afternoon,5,130,Delhi -> Mumbai
1638,Delhi,Mumbai,23-06-2022,28-06-2022,GO FIRST,G8-336,14:00,16:10,2h 10m,non-stop,8579,4,23-06-2022 04:00,Night,5,130,Delhi -> Mumbai
1639,Delhi,Mumbai,23-06-2022,28-06-2022,Air India,AI-863,14:00,16:15,2h 15m,non-stop,8580,1,23-06-2022 01:00,Night,5,135,Delhi -> Mumbai
1640,Delhi,Mumbai,23-06-2022,28-06-2022,IndiGo,6E-2176,14:10,16:20,2h 10m,non-stop,8579,10,23-06-2022 10:00,Morning,5,130,Delhi -> Mumbai
1641,Delhi,Mumbai,23-06-2022,28-06-2022,Vistara,UK-951,14:20,16:30,2h 10m,non-stop,8578,8,23-06-2022 08:00,Morning,5,130,Delhi -> Mumbai
1642,Delhi,Mumbai,23-06-2022,28-06-2022,IndiGo,6E-5306,15:25,17:35,2h 10m,non-stop,8579,23,23-06-2022 23:00,Night,5,130,Delhi -> Mumbai
1643,Delhi,Mumbai,23-06-2022,28-06-2022,Vistara,UK-933,15:30,17:40,2h 10m,non-stop,8578,2,23-06-2022 02:00,Night,5,130,Delhi -> Mumbai
1644,Delhi,Mumbai,23-06-2022,28-06-2022,IndiGo,6E-864,16:15,18:25,2h 10m,non-stop,8579,8,23-06-2022 08:00,Morning,5,130,Delhi -> Mumbai
1645,Delhi,Mumbai,23-06-2022,28-06-2022,Vistara,UK-941,16:45,19:05,2h 20m,non-stop,8578,2,23-06-2022 02:00,Night,5,140,Delhi -> Mumbai
1646,Delhi,Mumbai,23-06-2022,28-06-2022,IndiGo,6E-5318,17:00,19:05,2h 5m,non-stop,8579,1,23-06-2022 01:00,Night,5,125,Delhi -> Mumbai
1647,Delhi,Mumbai,23-06-2022,28-06-2022,Vistara,UK-955,17:45,20:05,2h 20m,non-stop,8578,11,23-06-2022 11:00,Morning,5,140,Delhi -> Mumbai
1648,Delhi,Mumbai,23-06-2022,28-06-2022,IndiGo,6E-2017,18:10,20:25,2h 15m,non-stop,8579,9,23-06-2022 09:00,Morning,5,135,Delhi -> Mumbai
1649,Delhi,Mumbai,23-06-2022,28-06-2022,GO FIRST,G8-323,18:45,21:00,2h 15m,non-stop,8579,8,23-06-2022 08:00,Morning,5,135,Delhi -> Mumbai
1650,Delhi,Mumbai,23-06-2022,28-06-2022,Vistara,UK-977,18:55,21:15,2h 20m,non-stop,8578,14,23-06-2022 14:00,Afternoon,5,140,Delhi -> Mumbai
1651,Delhi,Mumbai,23-06-2022,28-06-2022,SpiceJet,SG-8709,19:00,21:10,2h 10m,non-stop,8579,7,23-06-2022 07:00,Morning,5,130,Delhi -> Mumbai
1652,Delhi,Mumbai,23-06-2022,28-06-2022,Air India,AI-624,19:00,21:15,2h 15m,non-stop,8580,4,23-06-2022 04:00,Night,5,135,Delhi -> Mumbai
1653,Delhi,Mumbai,23-06-2022,28-06-2022,Vistara,UK-985,19:45,21:55,2h 10m,non-stop,8578,10,23-06-2022 10:00,Morning,5,130,Delhi -> Mumbai
1654,Delhi,Mumbai,23-06-2022,28-06-2022,IndiGo,6E-6261,19:45,21:55,2h 10m,non-stop,8579,1,23-06-2022 01:00,Night,5,130,Delhi -> Mumbai
1655,Delhi,Mumbai,23-06-2022,28-06-2022,SpiceJet,SG-8169,19:45,22:00,2h 15m,non-stop,8579,23,23-06-2022 23:00,Night,5,135,Delhi -> Mumbai
1656,Delhi,Mumbai,23-06-2022,28-06-2022,Air India,AI-805,20:00,22:10,2h 10m,non-stop,8580,14,23-06-2022 14:00,Afternoon,5,130,Delhi -> Mumbai
1657,Delhi,Mumbai,23-06-2022,28-06-2022,Vistara,UK-953,20:40,22:50,2h 10m,non-stop,8578,5,23-06-2022 05:00,Morning,5,130,Delhi -> Mumbai
1658,Delhi,Mumbai,23-06-2022,28-06-2022,GO FIRST,G8-328,20:55,23:25,2h 30m,non-stop,8579,7,23-06-2022 07:00,Morning,5,150,Delhi -> Mumbai
1659,Delhi,Mumbai,23-06-2022,28-06-2022,Air India,AI-605,21:15,23:35,2h 20m,non-stop,8580,4,23-06-2022 04:00,Night,5,140,Delhi -> Mumbai
1660,Delhi,Mumbai,23-06-2022,28-06-2022,Vistara,UK-981,21:30,23:30,2h 0m,non-stop,8578,15,23-06-2022 15:00,Afternoon,5,120,Delhi -> Mumbai
1661,Delhi,Mumbai,23-06-2022,28-06-2022,SpiceJet,SG-711,21:40,23:55,2h 15m,non-stop,8579,17,23-06-2022 17:00,Evening,5,135,Delhi -> Mumbai
1662,Delhi,Mumbai,23-06-2022,28-06-2022,IndiGo,6E-2114,21:45,"00:10
+1D",2h 25m,non-stop,8579,5,23-06-2022 05:00,Morning,5,145,Delhi -> Mumbai
1663,Delhi,Mumbai,23-06-2022,28-06-2022,GO FIRST,G8-354,22:45,"01:00
+1D",2h 15m,non-stop,8579,4,23-06-2022 04:00,Night,5,135,Delhi -> Mumbai
1664,Delhi,Mumbai,23-06-2022,28-06-2022,IndiGo,6E-2519,23:35,"01:40
+1D",2h 5m,non-stop,8579,15,23-06-2022 15:00,Afternoon,5,125,Delhi -> Mumbai
1665,Delhi,Mumbai,23-06-2022,28-06-2022,Air India,AI-865,10:00,12:35,2h 35m,non-stop,8580,12,23-06-2022 12:00,Afternoon,5,155,Delhi -> Mumbai
1666,Delhi,Mumbai,23-06-2022,28-06-2022,Air India,AI-636,14:30,18:10,3h 40m,1 stop,8580,4,23-06-2022 04:00,Night,5,220,Delhi -> Mumbai
1667,Delhi,Mumbai,23-06-2022,28-06-2022,GO FIRST,G8-719,05:55,10:20,4h 25m,1 stop,8579,12,23-06-2022 12:00,Afternoon,5,265,Delhi -> Mumbai
1668,Delhi,Mumbai,23-06-2022,28-06-2022,SpiceJet,SG-2962,06:15,10:55,4h 40m,1 stop,8579,16,23-06-2022 16:00,Afternoon,5,280,Delhi -> Mumbai
1669,Delhi,Mumbai,23-06-2022,28-06-2022,Air India,AI-441,17:55,22:10,4h 15m,1 stop,8580,17,23-06-2022 17:00,Evening,5,255,Delhi -> Mumbai
1670,Delhi,Mumbai,23-06-2022,28-06-2022,GO FIRST,G8-190,05:20,10:45,5h 25m,1 stop,8579,7,23-06-2022 07:00,Morning,5,325,Delhi -> Mumbai
1671,Delhi,Mumbai,23-06-2022,28-06-2022,GO FIRST,G8-713,20:05,"02:00
+1D",5h 55m,1 stop,8579,12,23-06-2022 12:00,Afternoon,5,355,Delhi -> Mumbai
1672,Delhi,Mumbai,23-06-2022,28-06-2022,SpiceJet,SG-8373,09:50,16:10,6h 20m,1 stop,8579,18,23-06-2022 18:00,Evening,5,380,Delhi -> Mumbai
1673,Delhi,Mumbai,23-06-2022,28-06-2022,GO FIRST,G8-131,09:55,16:25,6h 30m,1 stop,8579,2,23-06-2022 02:00,Night,5,390,Delhi -> Mumbai
1674,Delhi,Mumbai,23-06-2022,28-06-2022,SpiceJet,SG-751,11:30,18:00,6h 30m,1 stop,8579,23,23-06-2022 23:00,Night,5,390,Delhi -> Mumbai
